ID,Gene,Gene Name,6h_Group 1/0h_uninfected,72h_Group 1/0h_uninfected,6h_Group 2/0h_uninfected,48h_Group 2/0h_uninfected,6h_Group 3/0h_uninfected,72h_Group 3/0hr_uninfected,hr72_Group 1/h6_Group 1,hr48_Group 2/hr6_Group 2,hr72_Group 3/hr6_Group 3,P-Value,Adjusted P-Value
ouKCQIJxiCBl_RLOLU,Eef1b2,eukaryotic translation elongation factor 1 beta 2,0.059144532,-0.231296843,0.33321445,0.247252355,-1.246890967,-1.44119797,-0.290441375,-0.085962095,-0.194307003,5.09E-07,0.00895544
Krn9I8O3l3tIwFdIwc,Ptx3,pentraxin related gene,0.029492471,0.700524164,0.015060518,0.711980748,-0.052445612,0.260359308,0.671031693,0.69692023,0.31280492,5.15E-07,0.009055887
fUeEegyg7jqbZFd7A4,Mbp,myelin basic protein,-0.094998854,-0.944805452,-0.077246774,-0.970325245,0.20139867,-0.800732369,-0.849806599,-0.893078471,-1.002131039,5.16E-07,0.009079897
f3ZCz1LKu_TKKFCBGU,Wdr6,WD repeat domain 6,-0.289029527,-0.698151876,-0.312263872,-0.738246068,-0.166694993,-0.615006395,-0.409122349,-0.425982196,-0.448311402,5.20E-07,0.009156378
iqjhRqjmuOIJ0CWP10,Ubd,ubiquitin D,0.560903867,4.03517669,0.031817552,3.645506989,-0.592856693,2.997167483,3.474272823,3.613689438,3.590024176,5.24E-07,0.009219884
xx3C9TqfgO7vjmKH.o,Kmt2e,lysine (K)-specific methyltransferase 2E,-0.147251426,-0.697678816,-0.039668676,-0.421975435,-1.036245482,-1.422709892,-0.55042739,-0.382306759,-0.38646441,5.28E-07,0.009290197
TVTdf1Ze9QLl8y0wHs,Ccdc86,coiled-coil domain containing 86,0.44568111,1.245745161,0.32448728,0.782169942,0.46570293,1.723638342,0.800064051,0.457682663,1.257935412,5.30E-07,0.009327006
rod6umOmNf1ufJT51w,Fcgr4,"Fc receptor, IgG, low affinity IV",0.806810305,2.758167156,0.460665107,2.066880363,0.682098649,2.994046012,1.951356851,1.606215255,2.311947363,5.49E-07,0.00966268
ELpnJoAroIfs_mdLks,Dnah2,"dynein, axonemal, heavy chain 2",0.118055859,0.80497508,0.084200891,1.225854988,-0.015397976,0.607228229,0.686919221,1.141654097,0.622626205,5.72E-07,0.010060848
K50teZwdS2eV70uO3o,Tmem2,transmembrane protein 2,-0.112807679,1.42715112,-0.298594695,1.033259135,0.368943099,2.175266965,1.539958799,1.33185383,1.806323866,5.74E-07,0.010105517
EVa6985EoSEuu7R5Ic,Gdf15,growth differentiation factor 15,0.281137458,1.826577449,0.339288314,1.826840955,0.205544126,0.704894438,1.545439991,1.487552642,0.499350312,6.07E-07,0.010680622
Ts4kTXdvapFnpQRsQg,Myo10,myosin X,0.167402999,0.907500401,0.105503059,0.562191936,0.16454866,0.661576754,0.740097402,0.456688877,0.497028094,6.23E-07,0.010962981
6iNu5.1C5UUF1x97F0,Btbd3,BTB (POZ) domain containing 3,-0.007230677,0.390005788,0.001786851,0.566155208,-0.140061262,0.752115456,0.397236465,0.564368357,0.892176719,6.50E-07,0.011431494
lLeQVTkeCnJ03WdcX0,Cd209b,CD209b antigen,-0.280897142,-1.685287221,-0.070874524,-1.813694466,0.69521038,-0.852593547,-1.404390079,-1.742819943,-1.547803927,6.71E-07,0.011809216
EVciAB7Q_6oDjghf6k,Hbb-bt,"hemoglobin, beta adult t chain",0.111599155,-2.199899415,0.782016461,-1.783557901,-1.40235597,-2.86964024,-2.31149857,-2.565574362,-1.46728427,6.72E-07,0.01183107
HSHd1YIsbjZ5TS3cTo,Tmbim4,transmembrane BAX inhibitor motif containing 4,0.313148449,1.205221522,0.110293657,0.577743407,0.482021498,1.474951032,0.892073073,0.46744975,0.992929535,6.99E-07,0.012303184
om6iAsqii1AUpRSI68,Vdr,vitamin D receptor,-0.00966314,0.563779323,0.053460223,0.728461703,0.006595882,0.783184137,0.573442463,0.675001479,0.776588255,7.17E-07,0.012613006
rKeXSrf.nyJXJy0cgI,Igtp,interferon gamma induced GTPase,0.996163627,2.857264781,0.649243446,2.320059278,0.520319351,3.035760791,1.861101154,1.670815831,2.51544144,7.25E-07,0.012753498
68GuAaVyirZ3L4HdSk,Fosl2,fos-like antigen 2,-0.23530808,1.075560488,-0.1029173,0.850740808,0.336944174,2.638837031,1.310868568,0.953658108,2.301892857,7.36E-07,0.012952898
EVdf76zb6c51Uet.u8,Cdc42ep2,CDC42 effector protein (Rho GTPase binding) 2,0.334597899,1.346273321,0.314072434,0.957230285,-0.06890065,1.737427704,1.011675421,0.643157851,1.806328354,7.71E-07,0.01357242
WRJbXv3ej562c4ih2U,Slc15a3,"solute carrier family 15, member 3",0.883331803,2.185112451,0.599713801,1.982451653,0.145107549,2.894056715,1.301780648,1.382737852,2.748949166,7.72E-07,0.013588657
l6Fws33vr8U_Ld9XiI,Hilpda,hypoxia inducible lipid droplet associated,0.193080662,2.283623982,0.082449085,1.674232164,-0.009127561,3.142890395,2.09054332,1.591783079,3.152017956,7.82E-07,0.013769578
ToiOnihXj0PVJFSSUQ,Samhd1,"SAM domain and HD domain, 1",0.209339105,1.411966407,0.428664712,1.124403534,0.109161997,2.02462455,1.202627302,0.695738821,1.915462553,8.27E-07,0.014557276
rpBQgUl1IJQhUF4l18,Itprip,"inositol 1,4,5-triphosphate receptor interacting protein",-0.127289713,0.324143917,-0.143408114,0.312690961,-0.248482143,0.800404575,0.451433631,0.456099075,1.048886719,8.28E-07,0.014569456
loEp7VTh9frlxCeQTg,AU022252,expressed sequence AU022252,-0.025849078,0.451523315,0.015893648,0.391123686,0.001713982,0.466885698,0.477372393,0.375230039,0.465171716,8.31E-07,0.014628964
Kb9RN4IL7gX01qjnRE,Hfe,hemochromatosis,-0.274660729,-0.900321558,-0.026412552,-1.016711096,-0.1104267,-0.573353498,-0.625660829,-0.990298544,-0.462926798,8.40E-07,0.014775679
fMJeJfJ1ScqpPPzoUc,Plk3,polo-like kinase 3,-0.070472941,0.663193304,-0.023858392,0.755091167,0.030475133,1.205343319,0.733666245,0.778949558,1.174868186,8.54E-07,0.015029063
ugu1r16Wu7n3_MOmOU,Trib1,tribbles homolog 1 (Drosophila),0.034331366,0.422747693,-0.086526533,0.29283828,0.130763164,1.004587171,0.388416327,0.379364813,0.873824007,8.54E-07,0.015031857
ZDOSDsiRtVeGehIlOI,Psmb1,"proteasome (prosome, macropain) subunit, beta type 1",0.009070244,1.755065834,0.116405739,1.897673607,0.058248608,2.066118296,1.745995591,1.781267868,2.007869688,8.88E-07,0.015634657
3Ue85ajerROfNd7tFI,Ffar2,free fatty acid receptor 2,0.209682997,1.217180538,-0.140060884,0.443102022,-0.054686267,1.053948022,1.007497542,0.583162905,1.108634289,8.97E-07,0.015781703
EcpP6n5x_FPdle4DtU,Enc1,ectodermal-neural cortex 1,0.178516195,1.612447685,-0.030888105,1.317746548,0.018810768,2.197326343,1.43393149,1.348634652,2.178515574,9.18E-07,0.016148934
BK_EAwKc_UpKeiI6dI,Zc3h12a,zinc finger CCCH type containing 12A,0.128338661,0.474008333,0.059152564,0.591503143,-0.155184382,0.54798641,0.345669671,0.532350579,0.703170792,9.32E-07,0.016393688
NdTJuz17nc7yLkw4mY,Cables1,CDK5 and Abl enzyme substrate 1,0.010610008,0.515875998,-0.008769963,0.45769407,0.044794255,0.561208848,0.50526599,0.466464033,0.516414594,9.34E-07,0.016441212
oBEqC_ToRxLYhBQgSU,Ywhab,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide",0.028756095,-0.136296547,0.311657216,0.199697698,-1.159390928,-1.207965345,-0.165052642,-0.111959518,-0.048574417,9.38E-07,0.016502789
KdUejV3xeQbt73b3sk,Ypel3,yippee-like 3 (Drosophila),-0.359853165,-1.195324999,-0.504392104,-1.385763219,0.201910487,-1.12060926,-0.835471834,-0.881371115,-1.322519746,1.01E-06,0.017692469
fxRCeandOkSaHx_g6U,Tlr6,toll-like receptor 6,0.206809625,0.776614803,0.1528749,0.590073137,0.310253631,1.787090646,0.569805178,0.437198237,1.476837015,1.04E-06,0.01835985
Tl11cUh3F3kJfqDR4o,Rgs16,regulator of G-protein signaling 16,-0.017536123,0.379779332,-0.044764962,0.144188015,0.143973588,1.65925708,0.397315455,0.188952977,1.515283491,1.05E-06,0.018425284
fiJ677uC74uku9XOlQ,Acot7,acyl-CoA thioesterase 7,0.147815435,1.001085914,-0.118011827,0.6764683,0.168302772,1.379897087,0.85327048,0.794480127,1.211594315,1.10E-06,0.019286377
lWu3ofTm_u3kfid.u0,Sh3pxd2b,SH3 and PX domains 2B,-0.027728189,1.043447655,-0.042560189,0.791441842,0.012634588,1.379336679,1.071175844,0.834002031,1.366702091,1.10E-06,0.019415255
rpxRJfNCEUIe99dFSk,Ikbke,inhibitor of kappaB kinase epsilon,0.364578477,1.624457731,0.000675196,1.4652908,-0.036837546,1.993079856,1.259879254,1.464615605,2.029917402,1.11E-06,0.019506672
QnN0o5YE4v3f4Xb6gA,Clk1,CDC-like kinase 1,-0.167089411,-0.562857509,-0.174566675,-0.263893606,-0.820035436,-1.101470485,-0.395768098,-0.08932693,-0.281435049,1.15E-06,0.02031535
rgqqaKrVRN7sDIU7II,Mt2,metallothionein 2,-0.000847642,0.265691654,0.016237866,0.563997892,0.061290998,1.027151439,0.266539296,0.547760026,0.965860441,1.16E-06,0.020423583
BVR0pfYp7eCOfgAdBQ,Socs3,suppressor of cytokine signaling 3,0.702544188,2.725510376,0.770939574,2.407517254,0.574507808,3.806947971,2.022966188,1.63657768,3.232440164,1.17E-06,0.020547327
lrUOciqIFw5C7l_UVQ,Pvrl2,poliovirus receptor-related 2,0.148045925,0.754577604,0.179710956,0.896701368,-0.062047558,0.912273955,0.606531679,0.716990412,0.974321513,1.18E-06,0.0207283
NeIeJVnrfeoCugCe_g,Naa25,"N(alpha)-acetyltransferase 25, NatB auxiliary subunit",0.19838284,0.632632737,0.15247905,0.497445976,0.233632151,1.020159947,0.434249896,0.344966926,0.786527796,1.23E-06,0.021622278
E0GpnH7enVOIvOaOk0,Fcna,ficolin A,0.062501519,-1.187811153,-0.038746923,-2.000253031,-0.019308344,-1.719996697,-1.250312672,-1.961506108,-1.700688353,1.27E-06,0.022316066
cr6eCKeO7p7rFTv84A,Oas1g,2'-5' oligoadenylate synthetase 1G,1.199359173,2.403550716,1.18928257,2.030274222,0.572961598,2.420722092,1.204191543,0.840991652,1.847760494,1.30E-06,0.022810731
uVzOxQuxcvp5dWUd4c,Mmp14,matrix metallopeptidase 14 (membrane-inserted),0.030870777,2.017358021,0.386231447,1.910346885,-0.284554857,2.219105594,1.986487244,1.524115439,2.503660452,1.30E-06,0.022828616
0x4k65oKULFqJ_X7SI,Stk19,serine/threonine kinase 19,0.022825592,0.733482736,-0.090598996,0.731382218,-0.010234601,0.529731374,0.710657144,0.821981215,0.539965975,1.30E-06,0.022845609
liHed814oceD3.BVxU,Pvrl2,poliovirus receptor-related 2,0.151650159,0.997859042,0.260405041,1.11675368,-0.223700615,0.822130175,0.846208883,0.856348639,1.04583079,1.31E-06,0.022998406
6VUa5QJV7Pu.uBTXE4,Tpi1,triosephosphate isomerase 1,-0.063892596,1.4993669,-0.010217772,1.209304498,0.35111076,1.94740313,1.563259496,1.21952227,1.596292369,1.33E-06,0.023375636
r6XPBASeUddEg7vVN4,Acp2,"acid phosphatase 2, lysosomal",0.482221001,1.456411336,0.678242894,1.210103259,-0.182362682,0.733652811,0.974190335,0.531860365,0.916015493,1.35E-06,0.023687849
Zi6gH_T93dfNffsITU,Lgals3,"lectin, galactose binding, soluble 3",0.252486764,1.564793711,0.232559774,1.410699753,-0.198817889,0.755527055,1.312306947,1.178139979,0.954344944,1.40E-06,0.024701794
0aIi2NU1XkisMOQvK4,Gdf10,growth differentiation factor 10,-0.497808073,-1.562337345,-0.256454944,-1.692768963,-0.358214459,-1.507509606,-1.064529272,-1.436314019,-1.149295147,1.46E-06,0.025625958
WnJK81wCT0RXq3V5BY,Mmp3,matrix metallopeptidase 3,0.824661822,2.614453464,1.197572787,2.506800596,0.500975584,3.627502577,1.789791641,1.309227809,3.126526993,1.53E-06,0.026858836
Kah_XI45PUKv31_0jo,Abcc3,"ATP-binding cassette, sub-family C (CFTR/MRP), member 3",-0.735075543,-0.999502209,-0.725014371,-1.189475119,0.154961656,-1.06387379,-0.264426667,-0.464460748,-1.218835446,1.53E-06,0.026919365
oSzkn5gSYeoCw61cfk,Nus1,nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae),0.172264681,0.877132873,0.169516972,0.723408406,-0.018074714,1.183321396,0.704868192,0.553891435,1.20139611,1.55E-06,0.027342553
u8Dj0fbu.kfQCagnX8,Hpgd,hydroxyprostaglandin dehydrogenase 15 (NAD),-0.21658123,-0.937510517,0.211799996,-1.309004629,-0.368100561,-1.093220235,-0.720929287,-1.520804625,-0.725119674,1.56E-06,0.027391033
rHekX9EEk8SL5Ck9go,Arg2,arginase type II,0.067665178,0.839619684,0.228795604,0.91108137,0.110940446,1.179981798,0.771954506,0.682285766,1.069041351,1.58E-06,0.027837535
3tU6K6Up65nTeLL3j8,Creb5,cAMP responsive element binding protein 5,0.031525392,0.444143872,0.066669589,0.177592701,0.018273225,0.382667871,0.41261848,0.110923113,0.364394645,1.58E-06,0.027839776
od1x949qnX_Re7_oUY,Cstb,cystatin B,0.517693595,2.079468502,0.344900605,1.489935247,0.133426723,2.282558369,1.561774908,1.145034642,2.149131645,1.68E-06,0.029504979
95LnXSF4OL1U6_6kEU,Upp1,uridine phosphorylase 1,0.365921468,3.294104463,0.346559295,2.894522546,0.537079309,4.105639063,2.928182994,2.547963251,3.568559754,1.70E-06,0.029898248
ufa5Lf9c6pAAqSZfoo,Nos2,"nitric oxide synthase 2, inducible",-0.023829912,0.940648896,-0.068112298,0.527592719,0.093709766,1.617035076,0.964478809,0.595705017,1.523325311,1.75E-06,0.030754502
ZeqyEgWevoE1c6k57E,Trf,transferrin,-0.189135385,-1.658757971,-0.313573517,-2.797602876,0.480916667,-1.165134353,-1.469622586,-2.48402936,-1.64605102,1.76E-06,0.031041087
BkX5ALrXpurI_e_tfw,Igf1,insulin-like growth factor 1,-0.292525739,-0.900024068,-0.147267797,-1.237750069,0.126483041,-0.93848217,-0.607498329,-1.090482272,-1.064965212,1.77E-06,0.031188023
WoKLuTvRNP._wkWKIs,Cxcl2,chemokine (C-X-C motif) ligand 2,0.190640047,2.615918877,0.231039722,2.683891011,-0.012305985,3.059083485,2.42527883,2.452851289,3.07138947,1.77E-06,0.031229121
ffRHwyKPWH1rXgufRU,Ifitm3,interferon induced transmembrane protein 3,0.91323907,1.436240369,0.679004293,1.294852735,0.458168881,1.955300763,0.523001299,0.615848442,1.497131882,1.81E-06,0.031864433
H1YeeV_d6ufC6k3oB4,Siglech,sialic acid binding Ig-like lectin H,0.15918798,-0.350837878,0.428538531,-0.358261244,0.183554058,-0.100944064,-0.510025858,-0.786799775,-0.284498122,1.83E-06,0.032182681
xriD0vkj_IuKIn91L4,Lhfp,lipoma HMGIC fusion partner,-0.096204213,-0.729488332,0.225355739,-0.659847493,-0.604413505,-0.79052568,-0.633284119,-0.885203232,-0.186112175,1.83E-06,0.032273114
xUElVNegpQ4IEcFujo,Itga5,integrin alpha 5 (fibronectin receptor alpha),-0.00150594,0.439197871,-0.023125261,0.45669538,0.137801916,0.779032782,0.440703811,0.479820642,0.641230866,1.88E-06,0.033058806
HluqE6C0.uTo7ku6EU,Ppa1,pyrophosphatase (inorganic) 1,0.512680329,1.50609919,0.253729047,1.223303861,0.319148314,2.017440631,0.99341886,0.969574815,1.698292317,1.92E-06,0.033724974
Qo6xAOh3uIDnoBb0pY,Dusp16,dual specificity phosphatase 16,-0.033306373,0.779873916,0.02227166,1.000733157,-0.771643049,0.409836249,0.81318029,0.978461498,1.181479298,1.95E-06,0.034378158
li4rcoSUicRIgHe3QI,Siglech,sialic acid binding Ig-like lectin H,-0.300545466,-1.608385865,-0.200949261,-1.533177851,-1.179217027,-1.900394152,-1.307840399,-1.33222859,-0.721177125,1.98E-06,0.034815131
rfU3nq3fg4ZHXb_H6g,9130230L23Rik,RIKEN cDNA 9130230L23 gene,0.023585458,0.158556099,0.00508622,0.305955057,0.008314758,0.598445589,0.13497064,0.300868837,0.590130831,1.98E-06,0.034923994
0vVCIk3tL76QDjAhP4,Hbb-bs,"hemoglobin, beta adult s chain",0.231808853,-2.882252734,0.309229848,-3.041849974,-0.817243492,-3.02954068,-3.114061587,-3.351079823,-2.212297187,2.03E-06,0.03577599
BtF7vMrHdpfTTlSUxs,Gbp2,guanylate binding protein 2,1.411290711,3.730605964,0.762303415,2.774122819,0.298296744,4.219700481,2.319315254,2.011819403,3.921403738,2.03E-06,0.035801345
E23VIh.QdSnDAPni3s,Rarres2,retinoic acid receptor responder (tazarotene induced) 2,-0.065221373,0.935136221,0.126058997,1.589060098,-1.043577697,-0.315591425,1.000357594,1.463001101,0.727986272,2.07E-06,0.036388142
TEkpSEkdg4tKywSntU,Ifng,interferon gamma,0.32362959,3.256852583,0.097818595,2.151369944,-0.005133912,3.039933122,2.933222993,2.053551349,3.045067034,2.10E-06,0.037009529
xJ6yK56fULeOlote3c,Fblim1,filamin binding LIM protein 1,0.127299328,1.232945517,0.140499219,1.192030197,0.301851025,1.180541898,1.105646188,1.051530978,0.878690872,2.13E-06,0.037400949
NuVoOyKwupQLsTQhQQ,Hsd17b12,hydroxysteroid (17-beta) dehydrogenase 12,0.280694163,0.647188831,0.4983064,0.708285285,-0.176769391,0.246559816,0.366494667,0.209978884,0.423329207,2.14E-06,0.037583935
KReXx6jVO78sPwbUng,Sec13,SEC13 homolog (S. cerevisiae),0.141993152,0.493074874,-0.021906242,0.209080259,0.135174277,0.54300635,0.351081723,0.230986502,0.407832074,2.14E-06,0.03759283
lq_HSp1ed1QKM5nkgA,Nrm,nurim (nuclear envelope membrane protein),-0.152189411,-1.232136315,-0.154099195,-1.444887663,0.013091662,-1.012540503,-1.079946904,-1.290788468,-1.025632166,2.17E-06,0.038244186
HOM9OaJIk1E1bU91bc,Enpp4,ectonucleotide pyrophosphatase/phosphodiesterase 4,0.342985094,1.035823011,0.073192343,0.504818437,0.475585133,0.90034138,0.692837917,0.431626095,0.424756247,2.18E-06,0.038294998
9lES55fC4ORHOgfzhA,Tubb6,"tubulin, beta 6 class V",0.561983777,1.123308692,0.610485889,1.382560885,-0.441896568,1.006458009,0.561324914,0.772074996,1.448354577,2.21E-06,0.038929857
H1ATcCQe2L57VcAAsA,Gadd45b,growth arrest and DNA-damage-inducible 45 beta,0.109652743,0.312642429,0.043701211,0.556287942,-0.142686788,0.433251559,0.202989686,0.512586731,0.575938347,2.29E-06,0.040352305
Hq.eyAtfKi727eHSmU,Edn1,endothelin 1,0.078066599,1.04122441,0.070798201,1.276655067,-0.006667236,2.867961102,0.963157811,1.205856867,2.874628338,2.31E-06,0.040593141
rgoltdgfe6hH9L3D5U,Psma5,"proteasome (prosome, macropain) subunit, alpha type 5",0.33748825,0.924023168,0.1170803,0.495291255,0.537203875,1.438815279,0.586534919,0.378210956,0.901611404,2.36E-06,0.041482111
Nq1KCyDusv4EA6Vcyk,Cr2,complement receptor 2,-0.115982631,-0.247619068,0.099543105,-0.107680578,-0.613042606,-0.784450093,-0.131636437,-0.207223683,-0.171407487,2.36E-06,0.041482776
0U99HWV3X_MTH9gOsA,2310022B05Rik,RIKEN cDNA 2310022B05 gene,-0.306588754,-1.274624542,-0.31517582,-1.174991856,-0.069480998,-1.223967493,-0.968035788,-0.859816036,-1.154486495,2.37E-06,0.041664012
B54m66LWb6EWTT4rQY,Apba3,"amyloid beta (A4) precursor protein-binding, family A, member 3",-0.026763234,0.562292696,-0.13792008,0.407616161,0.084461488,0.826438842,0.589055929,0.545536241,0.741977353,2.43E-06,0.04277414
BquUuEKOuxA4BHgnNQ,Timd4,T cell immunoglobulin and mucin domain containing 4,-0.038840284,-0.36362293,0.096105837,-0.528021191,-0.480520658,-0.753486718,-0.324782647,-0.624127028,-0.27296606,2.49E-06,0.043769815
cwAgJoKAHCjjbflSu0,Id2,inhibitor of DNA binding 2,0.265362179,0.526427863,0.370757844,0.692578198,-0.509238719,-0.162264107,0.261065684,0.321820354,0.346974612,2.51E-06,0.044224496
Q6grXU1EXkgBJQpewo,Reep5,receptor accessory protein 5,-0.276183088,-0.644406048,-0.301818765,-0.659183571,0.036080864,-0.423785519,-0.36822296,-0.357364806,-0.459866383,2.65E-06,0.046639452
3kqKBhi7nSTL5ecS3g,Pomp,proteasome maturation protein,0.183055168,0.674712522,0.013144982,0.271278721,-0.070987808,0.935763079,0.491657353,0.258133739,1.006750887,2.68E-06,0.047127283
